2.017091000000000000e+07,1.000000000000000000e+00,7.325000000000000000e+03,6.958666666666666970e+03
2.017091000000000000e+07,2.000000000000000000e+00,7.012500000000000000e+03,6.958666666666666970e+03
2.017091000000000000e+07,3.000000000000000000e+00,6.825000000000000000e+03,6.828666666666666970e+03
2.017091000000000000e+07,4.000000000000000000e+00,6.762500000000000000e+03,6.845333333333333030e+03
2.017091000000000000e+07,5.000000000000000000e+00,6.737500000000000000e+03,6.895333333333333030e+03
2.017091000000000000e+07,6.000000000000000000e+00,6.650000000000000000e+03,6.958666666666666970e+03
2.017091000000000000e+07,7.000000000000000000e+00,6.612500000000000000e+03,6.958666666666666970e+03
2.017091000000000000e+07,8.000000000000000000e+00,7.087500000000000000e+03,6.941333333333333030e+03
2.017091000000000000e+07,9.000000000000000000e+00,7.737500000000000000e+03,6.941333333333333030e+03
2.017091000000000000e+07,1.000000000000000000e+01,8.225000000000000000e+03,6.941333333333333030e+03
2.017091000000000000e+07,1.100000000000000000e+01,8.537500000000000000e+03,6.941333333333333030e+03
2.017091000000000000e+07,1.200000000000000000e+01,8.662500000000000000e+03,6.941333333333333030e+03
2.017091000000000000e+07,1.300000000000000000e+01,8.687500000000000000e+03,7.068000000000000000e+03
2.017091000000000000e+07,1.400000000000000000e+01,8.637500000000000000e+03,7.068000000000000000e+03
2.017091000000000000e+07,1.500000000000000000e+01,8.462500000000000000e+03,7.191333333333333030e+03
2.017091000000000000e+07,1.600000000000000000e+01,8.287500000000000000e+03,7.191333333333333030e+03
2.017091000000000000e+07,1.700000000000000000e+01,8.200000000000000000e+03,7.191333333333333030e+03
2.017091000000000000e+07,1.800000000000000000e+01,8.250000000000000000e+03,7.191333333333333030e+03
2.017091000000000000e+07,1.900000000000000000e+01,8.375000000000000000e+03,7.319000000000000000e+03
2.017091000000000000e+07,2.000000000000000000e+01,9.050000000000000000e+03,7.398666666666666970e+03
2.017091000000000000e+07,2.100000000000000000e+01,9.287500000000000000e+03,7.398666666666666970e+03
2.017091000000000000e+07,2.200000000000000000e+01,8.800000000000000000e+03,7.416000000000000000e+03
2.017091000000000000e+07,2.300000000000000000e+01,8.275000000000000000e+03,7.416000000000000000e+03
2.017091000000000000e+07,2.400000000000000000e+01,7.662500000000000000e+03,7.416000000000000000e+03
