2.017111100000000000e+07,1.000000000000000000e+00,4.325000000000000000e+03
2.017111100000000000e+07,2.000000000000000000e+00,4.106250000000000000e+03
2.017111100000000000e+07,3.000000000000000000e+00,4.006250000000000000e+03
2.017111100000000000e+07,4.000000000000000000e+00,3.956250000000000000e+03
2.017111100000000000e+07,5.000000000000000000e+00,3.925000000000000000e+03
2.017111100000000000e+07,6.000000000000000000e+00,3.862500000000000000e+03
2.017111100000000000e+07,7.000000000000000000e+00,3.806250000000000000e+03
2.017111100000000000e+07,8.000000000000000000e+00,3.900000000000000000e+03
2.017111100000000000e+07,9.000000000000000000e+00,4.150000000000000000e+03
2.017111100000000000e+07,1.000000000000000000e+01,4.368750000000000000e+03
2.017111100000000000e+07,1.100000000000000000e+01,4.531250000000000000e+03
2.017111100000000000e+07,1.200000000000000000e+01,4.593750000000000000e+03
2.017111100000000000e+07,1.300000000000000000e+01,4.618750000000000000e+03
2.017111100000000000e+07,1.400000000000000000e+01,4.606250000000000000e+03
2.017111100000000000e+07,1.500000000000000000e+01,4.550000000000000000e+03
2.017111100000000000e+07,1.600000000000000000e+01,4.575000000000000000e+03
2.017111100000000000e+07,1.700000000000000000e+01,4.868750000000000000e+03
2.017111100000000000e+07,1.800000000000000000e+01,5.025000000000000000e+03
2.017111100000000000e+07,1.900000000000000000e+01,5.025000000000000000e+03
2.017111100000000000e+07,2.000000000000000000e+01,5.006250000000000000e+03
2.017111100000000000e+07,2.100000000000000000e+01,4.850000000000000000e+03
2.017111100000000000e+07,2.200000000000000000e+01,4.618750000000000000e+03
2.017111100000000000e+07,2.300000000000000000e+01,4.406250000000000000e+03
2.017111100000000000e+07,2.400000000000000000e+01,4.137500000000000000e+03
