2.017112600000000000e+07,1.000000000000000000e+00,4.025000000000000000e+03
2.017112600000000000e+07,2.000000000000000000e+00,3.850000000000000000e+03
2.017112600000000000e+07,3.000000000000000000e+00,3.750000000000000000e+03
2.017112600000000000e+07,4.000000000000000000e+00,3.706250000000000000e+03
2.017112600000000000e+07,5.000000000000000000e+00,3.706250000000000000e+03
2.017112600000000000e+07,6.000000000000000000e+00,3.756250000000000000e+03
2.017112600000000000e+07,7.000000000000000000e+00,3.875000000000000000e+03
2.017112600000000000e+07,8.000000000000000000e+00,3.937500000000000000e+03
2.017112600000000000e+07,9.000000000000000000e+00,4.106250000000000000e+03
2.017112600000000000e+07,1.000000000000000000e+01,4.362500000000000000e+03
2.017112600000000000e+07,1.100000000000000000e+01,4.537500000000000000e+03
2.017112600000000000e+07,1.200000000000000000e+01,4.600000000000000000e+03
2.017112600000000000e+07,1.300000000000000000e+01,4.631250000000000000e+03
2.017112600000000000e+07,1.400000000000000000e+01,4.675000000000000000e+03
2.017112600000000000e+07,1.500000000000000000e+01,4.625000000000000000e+03
2.017112600000000000e+07,1.600000000000000000e+01,4.675000000000000000e+03
2.017112600000000000e+07,1.700000000000000000e+01,4.968750000000000000e+03
2.017112600000000000e+07,1.800000000000000000e+01,5.043750000000000000e+03
2.017112600000000000e+07,1.900000000000000000e+01,5.050000000000000000e+03
2.017112600000000000e+07,2.000000000000000000e+01,5.043750000000000000e+03
2.017112600000000000e+07,2.100000000000000000e+01,4.918750000000000000e+03
2.017112600000000000e+07,2.200000000000000000e+01,4.706250000000000000e+03
2.017112600000000000e+07,2.300000000000000000e+01,4.500000000000000000e+03
2.017112600000000000e+07,2.400000000000000000e+01,4.256250000000000000e+03
