2.017092100000000000e+07,1.000000000000000000e+00,4.175000000000000000e+03
2.017092100000000000e+07,2.000000000000000000e+00,4.012500000000000000e+03
2.017092100000000000e+07,3.000000000000000000e+00,3.950000000000000000e+03
2.017092100000000000e+07,4.000000000000000000e+00,3.943750000000000000e+03
2.017092100000000000e+07,5.000000000000000000e+00,4.000000000000000000e+03
2.017092100000000000e+07,6.000000000000000000e+00,4.168750000000000000e+03
2.017092100000000000e+07,7.000000000000000000e+00,4.693750000000000000e+03
2.017092100000000000e+07,8.000000000000000000e+00,5.193750000000000000e+03
2.017092100000000000e+07,9.000000000000000000e+00,5.418750000000000000e+03
2.017092100000000000e+07,1.000000000000000000e+01,5.500000000000000000e+03
2.017092100000000000e+07,1.100000000000000000e+01,5.481250000000000000e+03
2.017092100000000000e+07,1.200000000000000000e+01,5.543750000000000000e+03
2.017092100000000000e+07,1.300000000000000000e+01,5.556250000000000000e+03
2.017092100000000000e+07,1.400000000000000000e+01,5.537500000000000000e+03
2.017092100000000000e+07,1.500000000000000000e+01,5.450000000000000000e+03
2.017092100000000000e+07,1.600000000000000000e+01,5.406250000000000000e+03
2.017092100000000000e+07,1.700000000000000000e+01,5.343750000000000000e+03
2.017092100000000000e+07,1.800000000000000000e+01,5.300000000000000000e+03
2.017092100000000000e+07,1.900000000000000000e+01,5.381250000000000000e+03
2.017092100000000000e+07,2.000000000000000000e+01,5.737500000000000000e+03
2.017092100000000000e+07,2.100000000000000000e+01,5.650000000000000000e+03
2.017092100000000000e+07,2.200000000000000000e+01,5.231250000000000000e+03
2.017092100000000000e+07,2.300000000000000000e+01,4.775000000000000000e+03
2.017092100000000000e+07,2.400000000000000000e+01,4.400000000000000000e+03
