2.017111900000000000e+07,1.000000000000000000e+00,3.937500000000000000e+03
2.017111900000000000e+07,2.000000000000000000e+00,3.768750000000000000e+03
2.017111900000000000e+07,3.000000000000000000e+00,3.675000000000000000e+03
2.017111900000000000e+07,4.000000000000000000e+00,3.631250000000000000e+03
2.017111900000000000e+07,5.000000000000000000e+00,3.631250000000000000e+03
2.017111900000000000e+07,6.000000000000000000e+00,3.675000000000000000e+03
2.017111900000000000e+07,7.000000000000000000e+00,3.775000000000000000e+03
2.017111900000000000e+07,8.000000000000000000e+00,3.862500000000000000e+03
2.017111900000000000e+07,9.000000000000000000e+00,4.100000000000000000e+03
2.017111900000000000e+07,1.000000000000000000e+01,4.362500000000000000e+03
2.017111900000000000e+07,1.100000000000000000e+01,4.525000000000000000e+03
2.017111900000000000e+07,1.200000000000000000e+01,4.575000000000000000e+03
2.017111900000000000e+07,1.300000000000000000e+01,4.612500000000000000e+03
2.017111900000000000e+07,1.400000000000000000e+01,4.656250000000000000e+03
2.017111900000000000e+07,1.500000000000000000e+01,4.600000000000000000e+03
2.017111900000000000e+07,1.600000000000000000e+01,4.612500000000000000e+03
2.017111900000000000e+07,1.700000000000000000e+01,4.906250000000000000e+03
2.017111900000000000e+07,1.800000000000000000e+01,5.006250000000000000e+03
2.017111900000000000e+07,1.900000000000000000e+01,5.025000000000000000e+03
2.017111900000000000e+07,2.000000000000000000e+01,5.037500000000000000e+03
2.017111900000000000e+07,2.100000000000000000e+01,4.900000000000000000e+03
2.017111900000000000e+07,2.200000000000000000e+01,4.656250000000000000e+03
2.017111900000000000e+07,2.300000000000000000e+01,4.462500000000000000e+03
2.017111900000000000e+07,2.400000000000000000e+01,4.187500000000000000e+03
