2.017110300000000000e+07,1.000000000000000000e+00,8.687500000000000000e+03,7.176666666666666970e+03
2.017110300000000000e+07,2.000000000000000000e+00,8.462500000000000000e+03,7.176666666666666970e+03
2.017110300000000000e+07,3.000000000000000000e+00,8.400000000000000000e+03,7.176666666666666970e+03
2.017110300000000000e+07,4.000000000000000000e+00,8.400000000000000000e+03,7.206000000000000000e+03
2.017110300000000000e+07,5.000000000000000000e+00,8.487500000000000000e+03,7.206000000000000000e+03
2.017110300000000000e+07,6.000000000000000000e+00,8.900000000000000000e+03,7.206000000000000000e+03
2.017110300000000000e+07,7.000000000000000000e+00,9.975000000000000000e+03,7.236000000000000000e+03
2.017110300000000000e+07,8.000000000000000000e+00,1.090000000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,9.000000000000000000e+00,1.135000000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,1.000000000000000000e+01,1.145000000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,1.100000000000000000e+01,1.140000000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,1.200000000000000000e+01,1.148750000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,1.300000000000000000e+01,1.150000000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,1.400000000000000000e+01,1.146250000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,1.500000000000000000e+01,1.133750000000000000e+04,7.236000000000000000e+03
2.017110300000000000e+07,1.600000000000000000e+01,1.130000000000000000e+04,7.446000000000000000e+03
2.017110300000000000e+07,1.700000000000000000e+01,1.175000000000000000e+04,7.446000000000000000e+03
2.017110300000000000e+07,1.800000000000000000e+01,1.217500000000000000e+04,7.446000000000000000e+03
2.017110300000000000e+07,1.900000000000000000e+01,1.205000000000000000e+04,7.446000000000000000e+03
2.017110300000000000e+07,2.000000000000000000e+01,1.191250000000000000e+04,7.446000000000000000e+03
2.017110300000000000e+07,2.100000000000000000e+01,1.147500000000000000e+04,7.446000000000000000e+03
2.017110300000000000e+07,2.200000000000000000e+01,1.068750000000000000e+04,7.446000000000000000e+03
2.017110300000000000e+07,2.300000000000000000e+01,9.825000000000000000e+03,7.446000000000000000e+03
2.017110300000000000e+07,2.400000000000000000e+01,9.187500000000000000e+03,7.416000000000000000e+03
