2.017101300000000000e+07,1.000000000000000000e+00,8.562500000000000000e+03,7.001666666666666970e+03
2.017101300000000000e+07,2.000000000000000000e+00,8.250000000000000000e+03,7.001666666666666970e+03
2.017101300000000000e+07,3.000000000000000000e+00,8.112500000000000000e+03,7.001666666666666970e+03
2.017101300000000000e+07,4.000000000000000000e+00,8.100000000000000000e+03,7.001666666666666970e+03
2.017101300000000000e+07,5.000000000000000000e+00,8.212500000000000000e+03,7.001666666666666970e+03
2.017101300000000000e+07,6.000000000000000000e+00,8.562500000000000000e+03,7.046666666666666970e+03
2.017101300000000000e+07,7.000000000000000000e+00,9.775000000000000000e+03,7.076666666666666970e+03
2.017101300000000000e+07,8.000000000000000000e+00,1.070000000000000000e+04,7.076666666666666970e+03
2.017101300000000000e+07,9.000000000000000000e+00,1.121250000000000000e+04,7.065000000000000000e+03
2.017101300000000000e+07,1.000000000000000000e+01,1.136250000000000000e+04,7.065000000000000000e+03
2.017101300000000000e+07,1.100000000000000000e+01,1.136250000000000000e+04,7.046000000000000000e+03
2.017101300000000000e+07,1.200000000000000000e+01,1.145000000000000000e+04,7.046000000000000000e+03
2.017101300000000000e+07,1.300000000000000000e+01,1.146250000000000000e+04,7.046000000000000000e+03
2.017101300000000000e+07,1.400000000000000000e+01,1.141250000000000000e+04,7.046000000000000000e+03
2.017101300000000000e+07,1.500000000000000000e+01,1.123750000000000000e+04,7.046000000000000000e+03
2.017101300000000000e+07,1.600000000000000000e+01,1.110000000000000000e+04,7.046000000000000000e+03
2.017101300000000000e+07,1.700000000000000000e+01,1.096250000000000000e+04,7.057666666666666970e+03
2.017101300000000000e+07,1.800000000000000000e+01,1.100000000000000000e+04,7.057666666666666970e+03
2.017101300000000000e+07,1.900000000000000000e+01,1.148750000000000000e+04,7.076666666666666970e+03
2.017101300000000000e+07,2.000000000000000000e+01,1.176250000000000000e+04,7.076666666666666970e+03
2.017101300000000000e+07,2.100000000000000000e+01,1.135000000000000000e+04,7.076666666666666970e+03
2.017101300000000000e+07,2.200000000000000000e+01,1.055000000000000000e+04,7.076666666666666970e+03
2.017101300000000000e+07,2.300000000000000000e+01,9.712500000000000000e+03,7.076666666666666970e+03
2.017101300000000000e+07,2.400000000000000000e+01,9.025000000000000000e+03,7.076666666666666970e+03
